X,Y,portid,portname,country,ISO3,continent,fullname,lat,lon,vessel_count_total,vessel_count_container,vessel_count_dry_bulk,vessel_count_general_cargo,vessel_count_RoRo,vessel_count_tanker,industry_top1,industry_top2,industry_top3,share_country_maritime_import,share_country_maritime_export,LOCODE,pageid,countrynoaccents,ObjectId
13535268.41,-460040.2243,port923,Pomalaa,Indonesia,IDN,Asia & Pacific,"Pomalaa, Indonesia",-4.12903305,121.5893849,61,0,19,7,0,34,Mineral Products,Chemical & Allied Industries,Prepared Foodstuffs & Beverages,0.29,0.17,,23b82a164c744920bebd7396756fd24c,Indonesia,800
12166588.49,704.1177106,port925,Pontianak,Indonesia,IDN,Asia & Pacific,"Pontianak, Indonesia",0.006325197,109.294324,1255,299,131,343,52,429,Mineral Products,Prepared Foodstuffs & Beverages,Metals,0.39,0.21,,59ca14831a0f461e878605397891efc3,Indonesia,801
12625379.35,-861674.3402,port1022,Probolinggo,Indonesia,IDN,Asia & Pacific,"Probolinggo, Indonesia",-7.71711305,113.4157124,243,0,85,135,0,23,Mineral Products,Chemical & Allied Industries,Prepared Foodstuffs & Beverages,1.18,0.25,,31514bbf097341dfa845458e6241d403,Indonesia,802
11386861.38,-435890.2547,port1061,Pulau Baai,Indonesia,IDN,Asia & Pacific,"Pulau Baai, Indonesia",-3.912624289,102.2899162,454,29,62,81,0,280,Mineral Products,Chemical & Allied Industries,Prepared Foodstuffs & Beverages,0.04,0.67,,56a1c2d14c7a46eaba47aa1aeb851d6e,Indonesia,803
13045778.88,-61369.32254,port1137,Samarinda,Indonesia,IDN,Asia & Pacific,"Samarinda, Indonesia",-0.551281498,117.1922256,631,249,39,148,0,195,Mineral Products,Prepared Foodstuffs & Beverages,Chemical & Allied Industries,0.15,0.08,,628a3605b91a4f9cacb801132f80aa91,Indonesia,804
12576300.02,-279181.228,port1138,Sampit,Indonesia,IDN,Asia & Pacific,"Sampit, Indonesia",-2.50712718,112.9748253,555,29,15,222,0,288,Mineral Products,Prepared Foodstuffs & Beverages,Chemical & Allied Industries,0.05,0.09,,0256e8f8c94947979f0bcf3bedd1a6bb,Indonesia,805
11572278.6,125889.426,port1178,Sekupang,Indonesia,IDN,Asia & Pacific,"Sekupang, Indonesia",1.130810535,103.9555474,1595,224,179,521,49,621,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",1.57,1.22,ID SKP,f08f86d163ca4196ae6234882f0960c1,Indonesia,806
12292357.77,-775533.0283,port1179,Semarang,Indonesia,IDN,Asia & Pacific,"Semarang, Indonesia",-6.949628052,110.4241286,1297,627,109,142,141,276,Mineral Products,Prepared Foodstuffs & Beverages,Vegetable Products,2.08,0.55,ID SRG,9a3a3fc7653c458a8a2bf533917ea67e,Indonesia,807
12092564.25,2164203.303,port123,Basuo,China,CHN,Asia & Pacific,"Basuo, China",19.07869612,108.6293529,292,0,23,3,0,265,Mineral Products,Chemical & Allied Industries,Vegetable Products,0.01,0.07,,d5fd64f0c9014b7aade374c48cfda6ab,China,808
16227398.34,-1913983.272,port204,Cairns,Australia,AUS,Asia & Pacific,"Cairns, Australia",-16.94121568,145.7731995,167,0,18,80,0,68,Mineral Products,Vegetable Products,Chemical & Allied Industries,0.22,0.03,AU CNS,4def38d78dc24b3b8baff5753d32e89a,Australia,809
13588418.71,4904545.38,port133,Bayuquan,China,CHN,Asia & Pacific,"Bayuquan, China",40.26513,122.0668421,3027,655,1280,730,0,360,Mineral Products,Metals,Vegetable Products,2.62,2.7,CN BYQ,e700ebb12f174865ad44005db701c64b,China,810
10633903.7,623978.7584,port1337,Uleelheue,Indonesia,IDN,Asia & Pacific,"Uleelheue, Indonesia",5.59637662,95.52598222,61,12,13,3,0,33,Mineral Products,Prepared Foodstuffs & Beverages,Chemical & Allied Industries,0.03,0.01,,a2f333c1de3c4fe493b0c9c8d7c91a95,Indonesia,811
4260623.438,5897726.017,port1413,Yeysk,Russian Federation,RUS,Europe,"Yeysk, Russian Federation",46.72761087,38.27383154,874,2,3,723,0,145,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,0.24,0.53,RU YEY,6733da0946af423e96c73c6a010da3b6,Russian Federation,812
12141299.85,2448315.328,port136,Beihai,China,CHN,Asia & Pacific,"Beihai, China",21.47255148,109.0671522,215,12,74,94,0,33,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",0.05,0.09,,96433095d0b74326986922eef6ad55d9,China,813
12995712.99,-2347420.213,port276,Dampier,Australia,AUS,Asia & Pacific,"Dampier, Australia",-20.6266866,116.7424761,1410,4,936,47,0,421,Mineral Products,Chemical & Allied Industries,Vegetable Products,0.99,11.26,AU DAM,76ef2807f39d4a88b126177ec92a4ae5,Australia,814
4401850.355,2350500.701,port519,Shoaiba,Saudi Arabia,SAU,Asia & Pacific,"Shoaiba, Saudi Arabia",20.65258296,39.54249452,115,0,0,0,0,115,Mineral Products,Chemical & Allied Industries,Vegetable Products,6.54,0.04,,291ad997cd284a2f8c921fa5e1a2d7c3,Saudi Arabia,815
13386112.45,-1078116.599,port1377,Waingapu,Indonesia,IDN,Asia & Pacific,"Waingapu, Indonesia",-9.639093157,120.2494941,143,6,1,28,0,106,Mineral Products,Prepared Foodstuffs & Beverages,Chemical & Allied Industries,0.05,0,,788a9d1e443f4ee9854287d7d0cd995b,Indonesia,816
-9081781.754,3552918.617,port513,Jacksonville,United States,USA,North America,"Jacksonville, United States",30.3833261,-81.58303357,1326,577,86,100,404,158,Mineral Products,Wood & Wood Products,Chemical & Allied Industries,1.56,0.57,US JAX,ee38f348dd5842a7ad0698a39eb550ec,United States,817
13120921.64,4625174.525,port154,Bohai Bay,China,CHN,Asia & Pacific,"Bohai Bay, China",38.32313123,117.8672445,2921,30,2670,54,0,165,Mineral Products,Vegetable Products,Metals,2.65,4.78,,563f486e00b94910aa7b586b37362808,China,818
3859279.764,3741842.779,port73,Ashdod,Israel,ISR,Asia & Pacific,"Ashdod, Israel",31.83630909,34.66849998,2252,1232,245,615,91,68,Mineral Products,Chemical & Allied Industries,Vegetable Products,39.72,47.44,IL ASH,b7325c4ca47c4e73b65caba632417bb5,Israel,819
14571933.34,-1402431.067,port280,Darwin,Australia,AUS,Asia & Pacific,"Darwin, Australia",-12.49794668,130.9019044,835,35,324,185,33,256,Mineral Products,Chemical & Allied Industries,Vegetable Products,1.09,0.49,AU DRW,933ca77109634505b058bca5ed72311a,Australia,820
5563411.979,3098904.448,port526,Juaymah,Saudi Arabia,SAU,Asia & Pacific,"Juaymah, Saudi Arabia",26.80319051,49.97698013,967,0,0,1,0,965,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",3.04,44.44,,a6b8b4e7d826469dacc3219f7b6c84af,Saudi Arabia,821
5940594.808,4418314.155,port43,Amirabad Port,Iran,IRN,Asia & Pacific,"Amirabad Port, Iran",36.85068189,53.36527113,497,0,0,481,0,15,Vegetable Products,Prepared Foodstuffs & Beverages,Mineral Products,1.69,0.81,,ada56884868f4667875d1d83cb685e54,Iran,822
3844878.855,3716248.442,port74,Ashkelon,Israel,ISR,Asia & Pacific,"Ashkelon, Israel",31.64077392,34.53913441,65,0,30,0,0,34,Vegetable Products,Mineral Products,Animal & Animal Products,9.69,1.88,IL AKL,8fff5172d04942fe9cee9046be857d8f,Israel,823
-10387387.32,3528079.41,port629,Lake Charles,United States,USA,North America,"Lake Charles, United States",30.19064745,-93.31148796,681,1,95,48,0,536,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",0.61,1.45,US LCH,03e65125aa234c9db1274957fbfb0786,United States,824
13465681.26,3731557.37,port227,Changshu,China,CHN,Asia & Pacific,"Changshu, China",31.75778041,120.9642729,658,46,246,353,1,10,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,0.24,0.14,,1a8ad181fbdf434b9bb6476ca401ff62,China,825
4260386.562,2747423.117,port570,King Fahd Port,Saudi Arabia,SAU,Asia & Pacific,"King Fahd Port, Saudi Arabia",23.95087468,38.27170365,1460,1,78,12,0,1368,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",10.99,14.88,,79d393e8b28b454db88cc8f1e2bdbfad,Saudi Arabia,826
16293378.31,-5039321.139,port288,Devonport,Australia,AUS,Asia & Pacific,"Devonport, Australia",-41.1826581,146.3659077,222,0,110,68,0,43,Mineral Products,Machinery & Electrical Equipment,Prepared Foodstuffs & Beverages,0.16,0.01,AU DPO,fca512d4232241c08ceb0603654782ab,Australia,827
5506970.654,4505545.356,port58,Anzali,Iran,IRN,Asia & Pacific,"Anzali, Iran",37.47515153,49.46995908,444,0,0,423,0,20,Mineral Products,Vegetable Products,Chemical & Allied Industries,1.31,0.37,IR BAZ,c9c6735c43d044f79b5331e384e5433b,Iran,828
13569928,-4011650.959,port331,Esperance,Australia,AUS,Asia & Pacific,"Esperance, Australia",-33.87217366,121.9007373,203,14,165,11,0,11,Mineral Products,Chemical & Allied Industries,Prepared Foodstuffs & Beverages,0.65,0.81,AU EPR,e52f525f966b4f4ba703f945bdb1af5a,Australia,829
-13162838.28,3996044.407,port664,Los Angeles-Long Beach,United States,USA,North America,"Los Angeles-Long Beach, United States",33.75569193,-118.2437881,3838,1919,542,146,244,986,Mineral Products,Machinery & Electrical Equipment,Vegetable Products,17.05,2.8,,d817810889a241f98e33720b2e77ec2c,United States,830
4347444.709,2588387.642,port1081,Rabigh,Saudi Arabia,SAU,Asia & Pacific,"Rabigh, Saudi Arabia",22.63873353,39.05376029,429,0,5,8,0,414,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",4.56,2.28,SA RAB,7eb0c3fef318414687141ec336098acd,Saudi Arabia,831
13358146.91,3759928.56,port228,Changzhou,China,CHN,Asia & Pacific,"Changzhou, China",31.9742313,119.9982754,1122,43,235,19,0,824,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,0.32,0.04,CN CZX,b6126be3567f41c8827c5404b57c331a,China,832
5845656.966,3194066.772,port105,Bandar-E Pars Terminal,Iran,IRN,Asia & Pacific,"Bandar-E Pars Terminal, Iran",27.56361956,52.51242998,269,76,45,90,0,56,Mineral Products,Vegetable Products,Stone & Glass,0.55,19.39,,47d9526ae6f244f6a5b7dd641f8f062f,Iran,833
12887515.8,-3783283.844,port361,Fremantle,Australia,AUS,Asia & Pacific,"Fremantle, Australia",-32.15203252,115.7705242,1512,384,510,154,183,280,Mineral Products,Vegetable Products,Chemical & Allied Industries,11.77,0.98,AU FRE,b9035bf109c74e5a9fc3379f5473da21,Australia,834
-9758634.543,5479874.2,port695,Manitowoc,United States,USA,North America,"Manitowoc, United States",44.09318552,-87.66330562,1,0,1,0,0,0,Vegetable Products,Wood & Wood Products,Mineral Products,0,0,US MTW,b226b6c3c5524d00833a17399fcc1c18,United States,835
5434294.132,3234895.662,port1088,Ras Al Mishab,Saudi Arabia,SAU,Asia & Pacific,"Ras Al Mishab, Saudi Arabia",27.88827937,48.81709477,45,0,0,0,0,43,Mineral Products,Chemical & Allied Industries,Stone & Glass,0.16,0.09,,81835a0f355f40eea320a7113951d109,Saudi Arabia,836
13036551.34,2700863.525,port229,Chaozhou,China,CHN,Asia & Pacific,"Chaozhou, China",23.56807273,117.1093332,396,0,176,6,0,213,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,0.34,0.06,CN COZ,8615cbaa6534456fb180a7067ff18a82,China,837
6240885.331,3140924.38,port106,Bandar Shahid Rajaee,Iran,IRN,Asia & Pacific,"Bandar Shahid Rajaee, Iran",27.13960482,56.06282679,989,365,160,324,0,138,Mineral Products,Metals,Vegetable Products,23.15,41.04,,90f9447994874a6bbbb48ca4b6020e57,Iran,838
16070679.75,-4592896.228,port383,Geelong,Australia,AUS,Asia & Pacific,"Geelong, Australia",-38.09529265,144.3653725,549,0,222,32,0,293,Mineral Products,Chemical & Allied Industries,Vegetable Products,5.97,0.24,AU GEX,f8ab7b9ba0cf456ea7df60387a26e11b,Australia,839
3900080.931,3870179.429,port435,Haifa,Israel,ISR,Asia & Pacific,"Haifa, Israel",32.81051127,35.0350231,2900,1078,440,951,84,345,Mineral Products,Chemical & Allied Industries,Vegetable Products,40.56,34.99,IL HFA,1aacbcdf641c4124b13902706784bac8,Israel,840
-9751865.194,5636769.783,port730,Menominee,United States,USA,North America,"Menominee, United States",45.09677605,-87.60249552,6,0,3,2,0,0,Mineral Products,Chemical & Allied Industries,Vegetable Products,0,0,,ff350f56fe554633a5702a0f3173f7e4,United States,841
5475493.265,3191108.027,port1089,Ras Al-Khair,Saudi Arabia,SAU,Asia & Pacific,"Ras Al-Khair, Saudi Arabia",27.54005494,49.18719288,280,0,173,19,0,87,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,0.7,1.73,SA RAZ,faa414072305411a8866178c1cbde286,Saudi Arabia,842
1173858.558,5302390.281,port1013,Piombino,Italy,ITA,Europe,"Piombino, Italy",42.93701819,10.54495084,222,8,28,172,0,12,Metals,Mineral Products,Vehicles & Equipment,0.58,0.31,,4db628c653fd4191a51f3675103f5c37,Italy,843
12248927.7,2268617.175,port242,Chiwan,China,CHN,Asia & Pacific,"Chiwan, China",19.96273734,110.0339897,154,0,78,20,0,55,Mineral Products,Chemical & Allied Industries,Vegetable Products,0.08,0.01,,b98562a0ec3d48d8b5c97703b9e29e3f,China,844
12756567.25,-3347178.63,port391,Geraldton,Australia,AUS,Asia & Pacific,"Geraldton, Australia",-28.77609449,114.5941933,405,0,356,29,0,19,Vegetable Products,Mineral Products,Wood & Wood Products,0.61,0.68,AU GET,aa09307234674b04aa6004c0ddee2e7e,Australia,845
5579657.423,3082513.196,port1091,Ras Tanura,Saudi Arabia,SAU,Asia & Pacific,"Ras Tanura, Saudi Arabia",26.67168923,50.12291543,687,0,0,0,0,687,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",4.29,15.56,,0da6b948dac6472a8599fddb6686b8d6,Saudi Arabia,846
6256483.232,3141912.052,port107,Bandar Abbas,Iran,IRN,Asia & Pacific,"Bandar Abbas, Iran",27.14750008,56.20294512,365,19,30,270,0,45,Vegetable Products,Mineral Products,Prepared Foodstuffs & Beverages,1.14,0.57,IR BND,aaf152fb1f08480fb560c0aa0b5f86fd,Iran,847
-16650487.83,-1982841.637,port882,Papeete,French Polynesia,PYF,Asia & Pacific,"Papeete, French Polynesia",-17.53199754,-149.5738771,403,100,37,230,10,24,Prepared Foodstuffs & Beverages,Mineral Products,Animal & Animal Products,99.98,97.48,PF PPT,ff5ba419fa434c7a851f56c8dfa61067,French Polynesia,848
-8925960.33,2971638.033,port736,Miami,United States,USA,North America,"Miami, United States",25.77821728,-80.1832659,1254,823,44,374,0,12,Mineral Products,Vegetable Products,Chemical & Allied Industries,0.88,0.22,US MIA,81e41c28e10b4bbf949f2f11a037f43b,United States,849
13555407.9,4719814.689,port273,Dalian,China,CHN,Asia & Pacific,"Dalian, China",38.9870355,121.770301,5689,2196,807,773,464,1447,Mineral Products,Chemical & Allied Industries,Vegetable Products,1.9,3.36,CN DAL,98118a8be82148729df888822d3b27b3,China,850
1571432.125,4986249.309,port1017,Pozzuoli,Italy,ITA,Europe,"Pozzuoli, Italy",40.82286509,14.11641496,5,0,0,4,0,0,Mineral Products,Prepared Foodstuffs & Beverages,Vegetable Products,0,0,IT POZ,4862b2fcc3d743b4bbde47cdf759bd72,Italy,851
16833235.54,-2731377.628,port398,Gladstone,Australia,AUS,Asia & Pacific,"Gladstone, Australia",-23.81907969,151.2155277,1829,10,1251,49,1,516,Mineral Products,Chemical & Allied Industries,Metals,12.21,5.89,AU GLT,797eb601d2064f46932ea58caae7286a,Australia,852
4237967.098,2762812.182,port1408,Yanbu,Saudi Arabia,SAU,Asia & Pacific,"Yanbu, Saudi Arabia",24.07715154,38.07030618,147,0,83,35,0,28,Mineral Products,Vegetable Products,Chemical & Allied Industries,2.05,0.38,,769bb485238d47948c3a0a089017e435,Saudi Arabia,853
5462181.833,3559674.305,port108,Bandar Khomeini,Iran,IRN,Asia & Pacific,"Bandar Khomeini, Iran",30.4356647,49.06761425,504,53,332,65,0,53,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,60.94,9.46,,f83962026fcb42db9616b303c45d8025,Iran,854
-9785827.494,5314711.257,port742,Milwaukee,United States,USA,North America,"Milwaukee, United States",43.01799491,-87.90758406,84,0,79,3,0,1,Mineral Products,Metals,Vegetable Products,0.09,0.01,US MKE,eb2e88bb3301466a892aaaaf28bc87ba,United States,855
939233.8623,5507402.481,port1083,Vado Ligure,Italy,ITA,Europe,"Vado Ligure, Italy",44.27052527,8.437281339,392,199,0,28,1,164,Mineral Products,Wood & Wood Products,Prepared Foodstuffs & Beverages,3.18,1.38,,8c0d341f740249fa8141b222b4164767,Italy,856
-16858315.97,-1889538.659,port1344,Uturoa,French Polynesia,PYF,Asia & Pacific,"Uturoa, French Polynesia",-16.73103838,-151.440829,160,0,47,112,0,0,Prepared Foodstuffs & Beverages,Animal & Animal Products,Machinery & Electrical Equipment,0.02,2.52,PF UTU,b34c21f4bbe5417c8074bb0c415865fa,French Polynesia,857
5334863.785,3420538.011,port25,Shuwaikh,Kuwait,KWT,Asia & Pacific,"Shuwaikh, Kuwait",29.35210588,47.92389677,699,287,119,133,142,16,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,15.17,1.65,KW KWI,795ec4fd5c494cb297712a2712940038,Kuwait,858
5658889.872,3374568.989,port196,Bushehr,Iran,IRN,Asia & Pacific,"Bushehr, Iran",28.99153747,50.83467263,445,50,15,319,0,58,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,2.87,2.26,IR BUZ,2c2948d72f2047779c1274f9b425a9aa,Iran,859
12852921.87,-2367132.332,port406,Gorgon LNG,Australia,AUS,Asia & Pacific,"Gorgon LNG, Australia",-20.79232174,115.4597616,227,0,3,0,0,223,Mineral Products,Chemical & Allied Industries,Vegetable Products,0.05,0.53,,560ea92b24d54602a6b6474b8ebab0e4,Australia,860
13819965.14,4838406.394,port277,Dandong,China,CHN,Asia & Pacific,"Dandong, China",39.81024914,124.1468591,479,6,283,184,0,5,Mineral Products,Vegetable Products,Wood & Wood Products,0.62,0.25,CH DDG,ec79fdf374414b948048ba1606bb76fd,China,861
19455747.34,-4417217.78,port79,Auckland,New Zealand,NZL,Asia & Pacific,"Auckland, New Zealand",-36.84280038,174.773952,911,522,130,82,154,22,Mineral Products,Wood & Wood Products,Prepared Foodstuffs & Beverages,26.73,4.28,NZ AKL,bab01851f7ad41538074414de9101e62,New Zealand,862
6747194.543,2912150.48,port226,Chabahar,Iran,IRN,Asia & Pacific,"Chabahar, Iran",25.2960398,60.61107983,98,21,30,20,0,26,Vegetable Products,Mineral Products,"Plastics, Rubber, Leather",6.72,0.83,,e90dda87ddff428786da04314d0e940b,Iran,863
15219232.91,-1368131.458,port411,Gove,Australia,AUS,Asia & Pacific,"Gove, Australia",-12.19695558,136.7166954,249,0,220,16,0,12,Metals,Chemical & Allied Industries,Miscellaneous,0.06,0.72,AU GOV,9c3f34bcddec4576b5ae5d37fabc68e9,Australia,864
1641520.493,4964396.4,port1135,Salerno,Italy,ITA,Europe,"Salerno, Italy",40.67414577,14.74602948,999,451,27,327,93,100,Mineral Products,Vegetable Products,Wood & Wood Products,0.76,1.65,IT SAL,8bd7b3e37334409a8a779be531036fdd,Italy,865
-9803544.043,3589323.721,port754,Mobile,United States,USA,North America,"Mobile, United States",30.66503638,-88.06673452,1149,284,394,243,50,177,Mineral Products,Metals,Wood & Wood Products,2.68,1.96,US MOB,fd5da1f2077b46159ff008515a6a34ea,United States,866
-9028068.614,3776973.224,port1170,Savannah,United States,USA,North America,"Savannah, United States",32.10402454,-81.10052022,2300,1615,209,144,111,219,Mineral Products,Wood & Wood Products,Vegetable Products,3.54,1.24,US SAV,024d068540ac4636822879f7dceada87,United States,867
-8185856.702,5707661.618,port766,Montreal,Canada,CAN,North America,"Montreal, Canada",45.54455368,-73.53480189,1164,442,331,199,0,192,Mineral Products,Vegetable Products,Chemical & Allied Industries,6.41,2.08,CA MTR,f8389174d18246c5b24ca83c8ef9e21d,Canada,868
13042820.66,-2345231.712,port981,Port Walcott,Australia,AUS,Asia & Pacific,"Port Walcott, Australia",-20.60828612,117.1656515,1057,0,1056,1,0,0,Mineral Products,Vegetable Products,Chemical & Allied Industries,0.06,13.23,AU PWL,bf6bb9c5e6c340ad88bff78c8b160716,Australia,869
1280941.436,9467817.903,port789,Namsos,Norway,NOR,Europe,"Namsos, Norway",64.4610397,11.5068927,117,34,0,82,0,0,Mineral Products,Wood & Wood Products,Vegetable Products,0.36,0.05,NO OSY,eb6ca29c836b40febc717bafa7fde548,Norway,870
-8857187.82,1000985.84,port101,Balboa,Panama,PAN,North America,"Balboa, Panama",8.95532195,-79.56547193,2327,1612,20,23,91,579,Mineral Products,Vegetable Products,Chemical & Allied Industries,25,20.82,PA BLB,ace32eed7f9f4ea48754fadbe7c36b9d,Panama,871
15764752.93,-4629561.493,port992,Portland,Australia,AUS,Asia & Pacific,"Portland, Australia",-38.35404187,141.6171851,256,1,186,62,0,6,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,1,0.25,AU PTJ,67f6f931712b43c2886b13672b058001,Australia,872
-7670202.516,5536302.954,port1174,Searsport,United States,USA,North America,"Searsport, United States",44.45613077,-68.90260152,63,3,18,7,0,34,Mineral Products,Chemical & Allied Industries,Stone & Glass,0.18,0.01,US SRP,5055a12c38ab439097574ff8e9c22c64,United States,873
-13689800.19,6304625.489,port814,New Westminster,Canada,CAN,North America,"New Westminster, Canada",49.17510525,-122.9775675,479,155,100,51,171,0,Mineral Products,Wood & Wood Products,Vegetable Products,3.18,0.84,CA NWE,c062765971c74dbb95933cc98836a15e,Canada,874
1938186.601,10573654.62,port796,Narvik,Norway,NOR,Europe,"Narvik, Norway",68.42231695,17.41102647,268,5,202,58,0,2,Mineral Products,Wood & Wood Products,Chemical & Allied Industries,1.08,19.45,NO NVK,e6e5dcc38d254df2a436b2f5e68b7128,Norway,875
